SET:|TTL:|PPN:|2000|4000|4170|1100|3000|3010|3120|5090|E001|7101|RVK40013|DSTATUS42001|DSTATUS42002|DSTATUS42003|5550|4020|5100|5500|RVK40011|RVK40012|RVK40014|4150|RVK40015|3100;;;;;;;;;;;;;;;
Pica2rvk-Export|1|1752461029|978-3-8325-5245-9|Modelle und Experimente im Chemieunterricht; eine Videostudie zum fachspezifischen Lehrerwissen und -handeln|Studien zum Physik- und Chemielernen$lBand 309|2021|Strübe, Martina ; ID: gnd/1229933840$BVerfasserIn$4aut|Sumfleth, Elke *1952-* ; ID: gnd/121127419$BAkademischeR BetreuerIn$4dgs|Universität Duisburg-Essen ; ID: gnd/10050375-5$BGrad-verleihende Institution$4dgg|DW 1700 [Pädagogik / Erwachsenenbildung und Jugendbildung / Außerschulische Jugendbildung / Allgemeines und Deutschland]|06-08-21 : l01|Che G 300: 15|0|false|false|false||||||||||;;;;;;;;;;;
Pica2rvk-Export|383|508393531|3-7776-1363-0; 978-3-7776-1363-5|Naturstoffchemie; mikrobielle, pflanzliche und tierische Naturstoffe||2006|Nuhn, Peter *1937-* ; ID: gnd/121236315|Wessjohann, Ludger *1961-* ; ID: gnd/1119834872||VK 8500 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Naturstoffe allgemein / Formalschlüssel zur Fachsystematik Chemie / Allgemeines]|11-05-06 : l01|Che E 500: 39|201|false|false|false|Polyketide ; ID: gnd/4264758-7|4., neu bearb. Aufl.|Naturstoffchemie ; ID: gnd/4171332-1||VK 8500|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Naturstoffe allgemein / Formalschlüssel zur Fachsystematik Chemie / Allgemeines|N968 (4)|||;;;;;;;;;
Pica2rvk-Export|384|507539567|3-540-29459-7; 978-3-540-29459-7|Chemiedidaktik; Diagnose und Korrektur von Schülervorstellungen|Springer-Lehrbuch|2006|Barke, Hans-Dieter *1946-* ; ID: gnd/109558278$BVerfasserIn$4aut|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|05-12-14 : l01|Che G 10: 19|0|false|false|false|$ABVB||Fachdidaktik ; ID: gnd/4123176-4||s| |a|Chemistry |a|Study and teaching||||||;;;;;;;;;;;
Pica2rvk-Export|385|505368099|978-3-86894-039-8; 3-8273-7200-3; 978-3-8273-7200-0|Physikalische Chemie|bc$pChemie|2006|Engel, Thomas *1942-* ; ID: gnd/132255863|||VE 5010 [Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Lehrbücher s.a. bei den entsprechenden Systemstellen]|11-05-21 : l01|Che B 10: 62|201|false|false|false|||Physikalische Chemie ; ID: gnd/4045959-7||s| |a|Chemistry, physical and theoretical|VE 5000|Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Gesamtdarstellungen|E57|||;;;;;;;;;;;
Pica2rvk-Export|386|501422269|3-527-31511-X; 978-3-527-31511-6|Glanzlichter chemischer Experimentierkunst|Chemie macht Spaß!|2006|Roesky, Herbert W. *1935-* ; ID: gnd/120670526|||VC 5100 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Allgemeine Anleitungen für das Chemische Praktikum (-) Allgemeine Laborhandbücher (-) Laboreinrichtung, Betriebssicherheit s. VB 4100 ff.]|27-06-06 : l01|Che G 360: 108|0|false|false|false|||Experiment ; ID: gnd/4015999-1||s| |a|Chemistry |a|Experiments||||||;;;;;;;;;;;
Pica2rvk-Export|387|501422072|3-527-31437-7; 978-3-527-31437-9|Was ist wirklich drin?; Produkte aus dem Supermarkt|Erlebnis Wissenschaft|2006|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VN 9800 [Chemie und Pharmazie / Angewandte und technische Chemie / Ökologische Chemie (Ökochemie, Umweltchemie) / Chemie im Alltag / Allgemeines$Ahdub]|23-11-09 : l01|Che F 900: 9|0|false|false|false|Inhaltsstoff ; ID: gnd/4161734-4|1. Aufl.|Inhaltsstoff ; ID: gnd/4161734-4|||||||;;;;;;;;;;
Pica2rvk-Export|388|372564518|3-7643-7040-8; 978-3-7643-7040-4|Grundlagen der organischen Chemie||2006|Hädener, Alfons$BVerfasserIn$4aut|Kaufmann, Heinz$BVerfasserIn$4aut||VK 5010 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher]|07-12-06 : l01|Che E 10: 26|201|false|false|false||11., überarbeitete und erweiterte Auflage|Organische Chemie ; ID: gnd/4043793-0||VK 5010|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher|K21 (11)|||;;;;;;;;;;;;;
Pica2rvk-Export|389|372564178|3-7643-7041-6; 978-3-7643-7041-1; 3-7643-7421-7; 978-3-7643-7421-1|Grundlagen der allgemeinen und anorganischen Chemie||2006|Hädener, Alfons|||VC 5010 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher$ABVB]|12-06-06 : l01|Che B 10: 59|202|false|false|false|Anorganische Chemie ; ID: gnd/4002145-2|14., überarb. und erw. Aufl.|Anorganische Chemie ; ID: gnd/4002145-2||s| |a|Chemistry, inorganic|VH 5000||K21 (14)|||;;;;;;;;;
Pica2rvk-Export|390|1617243582|3-527-31068-1; 978-3-527-31068-5|Elektrochemie||2005|Hamann, Carl H. *1938-* ; ID: gnd/106773666|||VE 6300 [Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Elektrochemie; Redoxpotential; Organische Halbleiter / Allgemeines]|29-08-12 : l01|Che B 500: 16|201|false|false|false|Elektrochemie ; ID: gnd/4014241-3|4., vollst. überarb. und aktualisierte Aufl.|||s| |a|Electrochemistry|VE 6300|Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Elektrochemie; Redoxpotential; Organische Halbleiter / Allgemeines|H198 (4)|||;;;;;;;;
Pica2rvk-Export|391|1616563974|3-589-22059-7|Chemie-Didaktik; Praxishandbuch für die Sekundarstufe I und II||2005||Rossa, Eberhard$BHrsg.||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|06-06-05 : l01|Che G 120: 43|0|false|false|false|Sekundarstufe ; ID: gnd/4077347-4|1. Aufl.|||s| |a|Chemistry |a|Study and teaching||||||;;;;;;;;;;;;;
Pica2rvk-Export|392|1611619076|3-540-21164-0|Biochemie; eine Einführung mit 40 Lerneinheiten|Springer-Lehrbuch|2005|Christen, Philipp *1937-* ; ID: gnd/129439401|||WD 4010 [Biologie / Biophysik, Biochemie, Physiologische Chemie / Allgemeine Biochemie, Physiologische Chemie und Bioengineering / Lehrbücher und einführende Werke]|23-11-15 : l01|Che E 500: 59|201|false|false|false|Biochemie ; ID: gnd/4006777-4||||s| |a|Biochemistry|WD 4010|Biologie / Biophysik, Biochemie, Physiologische Chemie / Allgemeine Biochemie, Physiologische Chemie und Bioengineering / Lehrbücher und einführende Werke|C554|||;;;;;;;;;;;;
Pica2rvk-Export|393|1320420176|978-3-7614-2387-5; 3-7614-2387-X|Kohlenwasserstoffe||2005||Glöckner, Wolfgang *1927-2015* ; ID: gnd/136360483$BHrsg.||VB 4062 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|01-02-06 : l01|Che G 300: 4,9|0|false|false|false|Sekundarstufe 2 ; ID: gnd/4054367-5|||||||Handbuch der experimentellen Chemie$hHrsg.: Wolfgang Glöckner ... Autoren: Hans Joachim Bader ...$lBd. 9||;;;;;;;;;;;;
Pica2rvk-Export|394|1320260322|3-7614-2400-0|Lernen im Kontext 1||2005||Braun, Thomas Michael||VB 4062 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|01-02-06 : l01|Che G 160: 54,10/1|0|false|false|false||||||||Materialien-Handbuch Kursunterricht Chemie$hHrsg.: Heinz Wambach$l10,1||;;;;;;;;;;;;;;;
Pica2rvk-Export|395|1191215202|3-7614-2525-2|Textilien und Kleidung||2005||Heidenreich, Lothar||VB 4063 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Weiterführende Schulen (Gymnasialmittel- und Gymnasialunterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|17-11-05 : l01|Che G 160: 57,12|0|false|false|false|Sekundarstufe 1 ; ID: gnd/4054365-1|||||||Unterricht Chemie$hHrsg.: Heinz Schmidkunz ...$lBand 12||;;;;;;;;;;;;;;
Pica2rvk-Export|396|1191108155|3-507-76633-7; 978-3-507-76633-4|Chemie, ein Lehr- und Arbeitsbuch||2005|Frühauf, Dieter||||11-04-09 : l01|Che H 100: 92,3|202|false|false|false||Dr. A,1|||VB 4073||E69 -3|Erlebnis Naturwissenschaft$h[hrsg. u. bearb. von] Dieter Cieplik ...$l3, Chemie [Hauptband]||;;;;;;;;;;;;;;
Pica2rvk-Export|397|1190958473|3-06-014507-5|1. Aufl||2005|||||11-04-09 : l01|Che H 100: 91 ,1|202|false|false|false|||||VB 4073||I61 -1|Chemie interaktiv$l1, [Schulerbd.]||;;;;;;;;;;;;;;;
Pica2rvk-Export|398|1188360981|3-527-31380-X; 978-3-527-31380-8|||2005|Vollhardt, Kurt Peter C. *1946-* ; ID: gnd/131392751|||VK 5010 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher]|13-11-20 : l01|Che E 10: 51|201|false|false|false|Organische Chemie ; ID: gnd/4043793-0|4. Aufl.|Organische Chemie ; ID: gnd/4043793-0||VK 5010|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher|V923 (4)|Organische Chemie$hK. Peter C. Vollhardt, Neil E. Schore$l[Hauptbd.]||;;;;;;;;;;;
Pica2rvk-Export|399|520224701|3-8334-2178-9|Chemie einfach und verständlich; eine leicht verständliche Einführung in die Grundlagen der Chemie für Schüler und für Studenten mit Chemie als Nebenfach||2005|Müller, Otfried|||VC 5010 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher]|06-12-06 : l01|Che A 10: 44|201|false|false|false||[2. Aufl.]|Chemie ; ID: gnd/4009816-3||VC 5010|Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher|M947 (2)|||;;;;;;;;;;;
Pica2rvk-Export|400|507203259|978-3-8325-1140-1; 3-8325-1140-7|Computerunterstütztes Lernen mit Lösungsbeispielen in der Chemie; eine Evaluationsstudie im Themenbereich Löslichkeit|Studien zum Physik- und Chemielernen$lBd. 47|2005|Maier-Richter, Andrea *1972-* ; ID: gnd/130438901|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|03-05-06 : l01|Che G 250: 1|0|false|false|false|||Computerunterstütztes Lernen ; ID: gnd/4225938-1|||||||;;;;;;;;;;;
Pica2rvk-Export|401|506736520|978-3-86537-708-1; 3-86537-708-4|Förderung von Motivation und Interesse durch außerschulische Experimentierlabors||2005|Brandt, Alexander|||CX 3500 [Psychologie / Pädagogische Psychologie / Motivation (Lernen, Unterricht, Studium)]|23-08-06 : l01|Che G 300: 7|0|false|false|false||1. Aufl.|Außerschulische Bildung ; ID: gnd/4234453-0|||||||;;;;;;;;;;;;;
Pica2rvk-Export|402|502977957|3-7614-2629-1|Hokus Pokus Zauberei - Wissenschaft ist stets dabei!; eine faszinierende Experimentalshow für die Schule ; unserem Hochschullehrer Herrn Dr. Helmut Lindemann, Professor für Didaktik der Chemie an der Universität Duisburg-Essen, zur Vollendung seines 65. Lebensjahres gewidmet|Unterrichtshilfen Naturwissenschaften|2005|Lucas, Hildegard|Schmidkunz, Heinz||VB 2000 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Populärwissenschaftliche Darstellung; Trivialliteratur; Jugendsachbuch]|11-04-09 : l01|Che B 100: 19|201|false|false|false|||Naturwissenschaftlicher Unterricht ; ID: gnd/4041425-5||VB 2000|Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Populärwissenschaftliche Darstellung; Trivialliteratur; Jugendsachbuch|L933|||;;;;;;;;
Pica2rvk-Export|403|502716436|3-7614-2614-3|Chemie und Sport; Konzepte für einen fächerverbindenen Unterricht|Praxis-Schriftenreihe$pAbteilung Chemie$m57|2005|Holfeld, Martin|||VB 4062 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|17-11-05 : l01|Che G 90: 2|0|false|false|false|Sportunterricht ; ID: gnd/4077704-2|1. Aufl.|Oberstufe ; ID: gnd/4259045-0|||||||;;;;;;;;;;;;
Pica2rvk-Export|404|502105623|978-3-7776-1364-2; 3-7776-1364-9|Einführung in das anorganisch-chemische Praktikum; (einschließlich der quantitativen Analyse) ; mit 69 Tabellen||2005|Jander, Gerhart *1892-1961* ; ID: gnd/123177790|Strähle, Joachim *1937-2009* ; ID: gnd/1012795659$BBearb.||VG 5150 [Chemie und Pharmazie / Analytische Chemie / Analytische Chemie allgemein / Mehrere analytische Verfahren zusammen. Analytische Verfahren für bestimmte Gruppen und Elemente]|03-04-06 : l01|Che D 100: 5|202|false|false|false|Gefahrstoff ; ID: gnd/4122160-6|15., neu bearb. Aufl.|Anorganische Chemie ; ID: gnd/4002145-2||s| |a|Chemistry |a|Laboratory manuals|VH 5100||J33 (15)|||;;;;;;;;
Pica2rvk-Export|405|501486941|3-7614-2511-2|Chemie in faszinierenden Experimenten|Unterrichtshilfen Naturwissenschaften|2005|Wagner, Georg|||VB 4062 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|28-11-05 : l01|Che G 360: 107|0|false|false|false|Chemieunterricht ; ID: gnd/4009832-1|10.,völlig neu bearb. Aufl|Chemieunterricht ; ID: gnd/4009832-1|||||||;;;;;;;;;;;;;
Pica2rvk-Export|406|497947579|3-8325-1027-3|Kooperatives Experimentieren im Chemieunterricht; Entwicklung und Evaluation einer Interventionsstudie zur Säure-Base-Thematik|Studien zum Physik- und Chemielernen$l45|2005|Rumann, Stefan|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|09-02-06 : l01|Che G 300: 5|0|false|false|false|Säure-Base-Gleichgewicht ; ID: gnd/4051270-8||Schuljahr 7 ; ID: gnd/4053509-5|||||||;;;;;;;;;;;;
Pica2rvk-Export|407|496755161|3-527-31379-6; 978-3-527-31379-2|Makromolekulare Chemie; eine Einführung||2005|Tieke, Bernd *1948-* ; ID: gnd/141479841|||VK 8001 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Polymere / Lehrbücher]|22-11-05 : l01|Che E 400: 36|201|false|false|false|Kettenwachstum ; ID: gnd/4592804-6|2., vollst. überarb. und erw. Aufl.|Makromolekulare Chemie ; ID: gnd/4168684-6||s| |a|Macromolecules|VE 8001|Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Kolloide; Makromoleküle / Lehrbücher|T561 (2)|||;;;;;;;;;
Pica2rvk-Export|408|496502581|3-7776-1356-8|Die chemischen Elemente; ein Streifzug durch das Periodensystem||2005|Trueb, Lucien F. *1934-* ; ID: gnd/125935587|||VB 2300 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Geschichte der Chemie und Pharmazie / Gesamtdarstellungen / Allgemeines]|02-06-05 : l01|Che B 200: 80|201|false|false|false|Periodensystem ; ID: gnd/4125872-1|2., überarb. und erg. Aufl.|Chemisches Element ; ID: gnd/4009874-6||VH 5000|Chemie und Pharmazie / Anorganische Chemie / Anorganische Chemie allgemein / Gesamtdarstellungen|T866 (2)|||;;;;;;;;;;;
Pica2rvk-Export|409|490240372|3-7614-2601-1|Chemie und Gesundheit; Anregungen für den Schulunterricht|Praxis-Schriftenreihe$pAbteilung Chemie$m56|2005|Wiskamp, Volker *1957-* ; ID: gnd/121651967|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|28-07-05 : l01|Che G 160: 83|0|false|false|false|Lebensmittelanalyse ; ID: gnd/4167032-2||Chemieunterricht ; ID: gnd/4009832-1|||||||;;;;;;;;;;;
Pica2rvk-Export|410|484952838|3-7614-2374-8|Chemisches Feuerwerk; 50 effektvolle Schauversuche||2005||Nick, Sabine *1963-* ; ID: gnd/123147263$BHrsg.||VB 4063 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Weiterführende Schulen (Gymnasialmittel- und Gymnasialunterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|16-06-05 : l01|Che G 360: 105|0|false|false|false|Experiment ; ID: gnd/4015999-1|2., verb. Aufl.|Experiment ; ID: gnd/4015999-1|||||||;;;;;;;;;;;
Pica2rvk-Export|411|483626104|3-8322-3797-6|Informelles Lernen an interaktiven Chemie-Stationen im Science Center|Berichte aus der Pädagogik|2005|Schließmann, Fritz *1948-* ; ID: gnd/129946451|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines$ABVB]|22-06-05 : l01|Che G 120: 44|0|false|false|false|||Projekt ; ID: gnd/4115645-6|||||||;;;;;;;;;;;;;
Pica2rvk-Export|412|482762926|3-403-04186-7|Sauerstoff; Lernen an Stationen im Chemieunterricht ; mit Lösungen||2005|Graf, Erwin|||VB 4063 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Weiterführende Schulen (Gymnasialmittel- und Gymnasialunterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|03-08-05 : l01|Che H 500: 23|201|false|false|false||1. Aufl.|Schuljahr 8-9 ; ID: gnd/4205603-2||VB 4063|Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Weiterführende Schulen (Gymnasialmittel- und Gymnasialunterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)|G736|||;;;;;;;;;;;;
Pica2rvk-Export|413|481288198|3-86537-364-X|Chemische Exponate für Kinder in Science Centern||2005|Förster, Hendrik||||06-12-06 : l01|Che G 360: 110|0|false|false|false|Museumspädagogik ; ID: gnd/4075108-9|1. Aufl|Außerschulische Bildung ; ID: gnd/4234453-0|||||||;;;;;;;;;;;;;
Pica2rvk-Export|414|38009763X|3-8266-3123-4|Chemie für Dummies; [entdecken Sie mit Spaß und ohne Scheu die Faszination von Chemie!]|...für Dummies|2005|Moore, John T. *1947-* ; ID: gnd/138168555|||VC 5000 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Gesamtdarstellungen]|11-04-09 : l01|Che A 10: 43|201|false|false|false|Chemie ; ID: gnd/4009816-3|1. Aufl.|Chemie ; ID: gnd/4009816-3||VC 5000|Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Gesamtdarstellungen|M822|||;;;;;;;;;
Pica2rvk-Export|415|1615950613|3-938035-00-5|Untersuchung des Fortbildungsverhaltens und der Fortbildungswünsche von Chemielehrerinnen und Chemielehrern|Frankfurter Beiträge zur Didaktik der Chemie$l3|2004||Bader, Hans Joachim *1946-* ; ID: gnd/136360602$BHrsg.||VB 4053 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie der Chemie und Pharmazie an: / Weiterführende Schulen (Gymnasialmittel- und -unterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|08-02-05 : l01|Che G 80: 5|0|false|false|false||1. Aufl.|Lehrerfortbildung ; ID: gnd/4035096-4|||||||;;;;;;;;;;;;;
Pica2rvk-Export|416|118492371X|3-507-86017-1|Lösungen||2004|||||09-12-04 : l01|Che H 100: 90 L|202|false|false|false||Dr. 1|||VB 4073||H595 B1 Z|Chemie heute$h[hrsg. von Wolfgang Asselborn ...]$lLösungen||;;;;;;;;;;;;;;;
Pica2rvk-Export|417|1184923620|3-507-86016-3|||2004|||||09-12-04 : l01|Che H 100: 90|202|false|false|false||Dr. A1|||VB 4073||H595 B1|Chemie heute$h[hrsg. von Wolfgang Asselborn ...]$lHauptband||;;;;;;;;;;;;;;;
Pica2rvk-Export|418|1184737924|3-7614-2384-5|Kinetik, Katalyse, Gleichgewicht||2004||Ralle, Bernd||VB 4062 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|08-12-04 : l01|Che G 300: 4,8|0|false|false|false||||||||Handbuch der experimentellen Chemie$hHrsg.: Wolfgang Glöckner ... Autoren: Hans Joachim Bader ...$l8||;;;;;;;;;;;;;;;
Pica2rvk-Export|419|1182022413||Entdeckendes Lernen durch Experimentieren in Chemie||2004|Heumann-Rupprecht, Doris *1970-* ; ID: gnd/128883367||||23-07-04 : l01|Che G 120: 41|0|false|false|false|Lernpsychologie ; ID: gnd/4074166-7|||||||||;;;;;;;;;;;;;
Pica2rvk-Export|420|1180880528|3-12-984421-X|Das theoretische Zeitalter der Chemie von der industriellen bis zur wissenschaftlich-technischen Revolution||2004|Strube, Wilhelm|||VB 2300 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Geschichte der Chemie und Pharmazie / Gesamtdarstellungen / Allgemeines]|26-05-04 : l01|Che A 50: 37,2|201|false|false|false||1. Aufl.|||VB 2300|Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Geschichte der Chemie und Pharmazie / Gesamtdarstellungen / Allgemeines|S927 -2|Geschichte der Chemie$hvon Wilhelm Strube$l2||;;;;;;;;;;;;;;;
Pica2rvk-Export|421|1178631990|3-527-30604-8|Allgemeine und anorganische Chemie, für Fachunterricht und Selbststudium||2004|Arni, Arnold|Neuenschwander, Klaus||VC 5010 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher]|26-01-04 : l01|Che A 10: 29,1|201|false|false|false||4., überarb. Aufl.|||VC 5010|Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher|A749 -1(4)|Grundkurs Chemie$hArnold Arni. Unter Mitarb. von Klaus Neuenschwander$l1||;;;;;;;;;;;;;
Pica2rvk-Export|422|477082041|3-934849-29-6|Raumvorstellungsvermögen und Chemieverständnis im Chemieunterricht||2004|Sopandi, Wahyu *1966-* ; ID: gnd/1146661908|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines$ABVB]|20-04-05 : l01|Che G 130: 2|0|false|false|false|$ABVB||Chemieunterricht ; ID: gnd/4009832-1|||||||;;;;;;;;;;;;;
Pica2rvk-Export|423|393448835|3-8322-3076-9|Quality in practice oriented research in science education; proceedings of the 17th Symposium on Chemical Education held at the University of Dortmund, 3 - 5 June 2004|Didaktik der Naturwissenschaften|2004||Ralle, Bernd$BHrsg.|Symposium on Chemical Education$n17$d2004$cDortmund ; ID: gnd/10087026-0||28-10-04 : l01|Che G 20: 4|0|false|false|false|Chemieunterricht ; ID: gnd/4009832-1||Chemieunterricht ; ID: gnd/4009832-1|||||||;;;;;;;;;;;
Pica2rvk-Export|424|392335638|3-7614-2558-9|Ruff! - damit in's Ofenloch!; alltägliche Chemie bei Wilhelm Busch||2004|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VB 2000 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Populärwissenschaftliche Darstellung; Trivialliteratur; Jugendsachbuch]|12-11-04 : l01|Che G 360: 103|0|false|false|false|||Chemieunterricht ; ID: gnd/4009832-1|||||||;;;;;;;;;;
